Vernier Format 2
Untitled.cmbl 10/2/17 4:21 PM .
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0	0.6258035	0.628071111111	-1.02797311728
0.05	0.658217	0.589721805556	-1.45171044753
0.1	0.688058	0.515300333333	-2.13341236111
0.15	0.7125825	0.386351388889	-2.97246023148
0.2	0.728532	0.207229166667	-3.62927347222
0.25	0.7341915	0.00533555555556	-3.86602287037
0.3	0.7290465	-0.196558055556	-3.66650061728
0.35	0.713783	-0.378252777778	-3.04137253086
0.4	0.68943	-0.515643333333	-2.05191280864
0.45	0.6597605	-0.592437222222	-0.834897993827
0.5	0.6275185	-0.602155555556	0.463420524691
0.55	0.59682	-0.543655	1.70293148148
0.6	0.570752	-0.424557777778	2.75770941358
0.65	0.5524015	-0.2563925	3.51781435185
0.7	0.5438265	-0.0568808333333	3.87918179012
0.75	0.546399	0.150253055556	3.77882253086
0.8	0.5596045	0.339093611111	3.22933441358
0.85	0.5818995	0.488108055556	2.30704552469
0.9	0.6107115	0.580051111111	1.12946512346
0.95	0.6426105	0.604918611111	-0.150327160494
1	0.6738235	0.563186944444	-1.38618580247
1.05	0.701435	0.459715277778	-2.45959583333
1.1	0.7218435	0.305460555556	-3.26188765432
1.15	0.7328195	0.123575277778	-3.78400987654
1.2	0.735392	-0.0836538888889	-3.97260694444
1.25	0.7252735	-0.300696666667	-3.55259074074
1.3	0.702807	-0.464765	-2.56074907407
1.35	0.6758815	-0.561853055556	-1.37697561728
1.4	0.6446685	-0.602917777778	-0.142175617284
1.45	0.612941	-0.577573888889	1.10463996914
1.5	0.5843005	-0.488203333333	2.23892191358
1.55	0.5620055	-0.344810277778	3.1470779321
1.6	0.548114	-0.159971388889	3.71218101852
1.65	0.5451985	0.0444947222222	3.83551280864
1.7	0.552916	0.241529166667	3.51230941358
1.75	0.570409	0.411409444444	2.79481481481
1.8	0.5959625	0.533555555556	1.77190200617
1.85	0.626318	0.594533333333	0.585111419753
1.9	0.657874	0.592341944444	-0.641642901235
1.95	0.6875435	0.533365	-1.89962716049
2	0.714469	0.399785555556	-3.04179598765
2.05	0.7300755	0.208277222222	-3.72504351852
2.1	0.735392	0.0060025	-3.91168209877
2.15	0.73059	-0.195891111111	-3.7172625
2.2	0.7153265	-0.380920555556	-3.11664197531
2.25	0.691145	-0.528029444444	-2.05868811728
2.3	0.659246	-0.600059444444	-0.705055555556
2.35	0.6278615	-0.5942475	0.600938117284
2.4	0.597849	-0.532316944444	1.74739444444
2.45	0.572467	-0.414839444444	2.73844212963
2.5	0.554288	-0.248484444444	3.46281790123
2.55	0.546399	-0.0521169444444	3.79168503086
2.6	0.5489715	0.148252222222	3.68682654321
2.65	0.561834	0.332614722222	3.18053101852
2.7	0.583786	0.479723611111	2.3323470679
2.75	0.611912	0.574239166667	1.24506882716
2.8	0.643125	0.614160555556	-0.0620364197531
2.85	0.676739	0.573762777778	-1.46267268519
2.9	0.703836	0.455999444444	-2.61569259259
2.95	0.72373	0.296409166667	-3.40909182099
3	0.734706	0.103852777778	-3.87087145062
3.05	0.735049	-0.106901666667	-3.9015720679
3.1	0.7239015	-0.310891388889	-3.37373317901
3.15	0.7016065	-0.463335833333	-2.4008941358
3.2	0.675024	-0.554897777778	-1.27624583333
3.25	0.644154	-0.592151388889	-0.0969716049383
3.3	0.613284	-0.56595	1.09701774691
3.35	0.585158	-0.479628333333	2.20605108025
3.4	0.5630345	-0.337092777778	3.10245617284
3.45	0.549829	-0.154826388889	3.64405740741
3.5	0.5469135	0.0443041666667	3.76685987654
3.55	0.5544595	0.238289722222	3.4771625
3.6	0.571781	0.407026666667	2.80645987654
3.65	0.5969915	0.530316111111	1.82949212963
3.7	0.626661	0.601869722222	0.578124382716
3.75	0.6604465	0.595867222222	-0.816530555556
3.8	0.6896015	0.51107	-2.00080686728
3.85	0.7132685	0.376823611111	-2.7330695216
3.9	0.7290465	0.214946666667	-2.94006578704
3.95	0.734363	0.0610254166667	-2.72483858025
4	0.728189	-0.04802	-2.43905817901
