Vernier Format 2
1_500g.cmbl 11/20/17 4:12 PM .
Latest
Time	Angle	Velocity	Acceleration
t	Angle	v	a
s	rad	rad/s	rad/s²

0	0	4.61542624416	1.70115733883
0.05	0.226892802759	4.70754084357	1.66829774488
0.1	0.471238898038	4.75893109377	1.93440658763
0.15	0.698131700798	4.88692190558	2.47416581926
0.2	0.959931088597	5.03236600992	2.59159846646
0.25	1.20427718388	5.12932874614	2.93150672511
0.3	1.46607657168	5.34264676583	2.93581618005
0.35	1.74532925199	5.43960950205	2.61799387799
0.4	2.00712863979	5.58505360638	2.58028614724
0.45	2.30383461263	5.72080143709	2.14395383424
0.5	2.58308729295	5.78867535245	1.94464154312
0.55	2.87979326579	5.90503063591	1.96618881783
0.6	3.17649923863	5.97290455127	2.2570770265
0.65	3.47320521147	6.1183486556	2.72034343289
0.7	3.78736447683	6.27348903356	2.63415433403
0.75	4.10152374219	6.40923686427	2.12240655952
0.8	4.43313630007	6.467414506	1.9500283618
0.85	4.74729556542	6.54498469498	2.75266434497
0.9	5.0789081233	6.76799898829	3.09742074042
0.95	5.4279739737	6.92313936624	2.29478475725
1	5.7770398241	6.98131700798	1.77765016407
1.05	6.1261056745	7.03949464971	2.29478475725
1.1	6.4751715249	7.19463502767	3.09742074042
1.15	6.84169066782	7.41764932098	2.75266434497
1.2	7.22566310326	7.49521950995	1.9500283618
1.25	7.59218224618	7.55339715169	2.12240655952
1.3	7.97615468161	7.6891449824	2.63954115271
1.35	8.36012711705	7.84428536035	2.75266434497
1.4	8.76155284501	7.98972946469	2.40790794951
1.45	9.16297857297	8.06729965366	2.29478475725
1.5	9.56440430093	8.20304748437	2.4617761363
1.55	9.98328332141	8.33879531508	2.26246384518
1.6	10.4021623419	8.41636550406	2.26246384518
1.65	10.8210413624	8.55211333477	2.45638931762
1.7	11.2573736754	8.68786116548	2.26246384518
1.75	11.6937059884	8.76543135446	2.26246384518
1.8	12.1300383014	8.90117918517	2.45638931762
1.85	12.5838239069	9.03692701588	2.26246384518
1.9	13.0376095124	9.11449720486	2.26246384518
1.95	13.4913951179	9.25024503557	2.4617761363
2	13.962634016	9.38599286628	2.29478475725
2.05	14.433872914	9.46356305526	2.40790794951
2.1	14.905111812	9.60900715959	2.75266434497
2.15	15.3938040026	9.76414753755	2.63954115271
2.2	15.8824961931	9.89989536826	2.12240655952
2.25	16.3886416762	9.95807300999	1.9500283618
2.3	16.8773338668	10.035643199	2.75266434497
2.35	17.3834793499	10.2586574923	3.09203392174
2.4	17.9070781255	10.4137978702	2.2570770265
2.45	18.4306769011	10.471975512	1.59449832898
2.5	18.9542756767	10.5204568801	1.8207447135
2.55	19.4778744523	10.6465084372	2.28401111989
2.6	20.0189265204	10.7822562679	2.26246384518
2.65	20.5599785885	10.8598264569	2.44022886158
2.7	21.1010306566	11.0052705612	2.93042936137
2.75	21.6595360172	11.1701072128	3.07587346571
2.8	22.2180413779	11.3349438643	2.75266434497
2.85	22.794000031	11.4706916951	1.97157563651
2.9	23.3699586842	11.5191730632	1.4867619554
2.95	23.9459173374	11.5676544313	1.97157563651
3	24.5218759905	11.703402262	2.75266434497
3.05	25.1152879362	11.8682389136	3.07587346571
3.1	25.7086998819	12.0330755651	2.93042936137
3.15	26.3195651201	12.1785196695	2.44561568026
3.2	26.9304303583	12.2560898584	2.30017157593
3.25	27.5412955965	12.3918376892	2.4617761363
3.3	28.1696141272	12.5275855199	2.26246384518
3.35	28.7979326579	12.6051557088	2.26246384518
3.4	29.4262511886	12.7409035396	2.4617761363
3.45	30.0720230119	12.8766513703	2.30017157593
3.5	30.7177948351	12.9542215592	2.44561568026
3.55	31.3635666583	13.0996656636	2.93581618005
3.6	32.0267917741	13.2645023152	3.10819437778
3.65	32.6900168899	13.4293389667	2.90349526798
3.7	33.3706952981	13.5747830711	2.29478475725
3.75	34.0513737064	13.6426569864	1.97157563651
3.8	34.7320521147	13.7590122699	1.93925472444
3.85	35.4301838155	13.8268861852	2.11163292217
3.9	36.1108622238	13.962634016	2.42945522423
3.95	36.8264472171	14.0983818467	2.29478475725
4	37.5245789179	14.1759520356	2.44561568026
4.05	38.2401639112	14.32139614	2.93042936137
4.1	38.9557489045	14.4862327916	3.07587346571
4.15	39.6887871904	14.6510694431	2.75266434497
4.2	40.4218254762	14.7868172738	1.97157563651
4.25	41.1723170545	14.835298642	1.48137513672
4.3	41.9053553404	14.8837800101	1.93925472444
4.35	42.6558469187	15.0195278408	2.60183342195
4.4	43.4063384971	15.1746682187	2.74727752629
4.45	44.174283368	15.3201123231	2.40790794951
4.5	44.9422282389	15.397682512	2.29478475725
4.55	45.7101731097	15.5334303427	2.4617761363
4.6	46.4955712731	15.6691781735	2.2570770265
4.65	47.2809694365	15.7467483624	2.22475611442
4.7	48.0663675999	15.8824961931	2.27862430121
4.75	48.8692190558	16.0085477502	1.8207447135
4.8	49.6720705118	16.0570291183	1.59449832898
4.85	50.4749219677	16.1152067601	2.2570770265
4.9	51.2777734236	16.270347138	3.09203392174
4.95	52.098078172	16.4933614313	2.75266434497
5	52.935836213	16.5709316203	1.9500283618
5.05	53.7561409614	16.6291092621	2.11701974084
5.1	54.5938990024	16.7648570928	2.60183342195
5.15	55.4316570433	16.9199974707	2.56951250988
5.2	56.2868683768	17.0557453014	1.92848108708
5.25	57.1420797103	17.1042266695	1.44366740597
5.3	57.9972910438	17.1527080377	1.78842380143
5.35	58.8525023772	17.2787595947	2.27323748254
5.4	59.7251670032	17.4145074255	2.22475611442
