Vernier Format 2
1_500g.cmbl 11/20/17 4:09 PM .
Latest
Time	Angle	Velocity	Acceleration
t	Angle	v	a
s	rad	rad/s	rad/s²

0	0	4.65421133865	3.42278458863
0.05	0.226892802759	4.81419985342	3.51005105123
0.1	0.471238898038	5.02654824574	3.21431470576
0.15	0.733038285838	5.17781011425	2.2888592567
0.2	0.994837673637	5.23598775598	1.76849257231
0.25	1.25663706144	5.29416539772	2.33033776053
0.3	1.51843644924	5.44930577567	3.28057257551
0.35	1.79768912955	5.6820163426	3.22670438872
0.4	2.09439510239	5.78867535245	2.768824801
0.45	2.37364778271	5.93411945678	2.65031479007
0.5	2.68780704807	6.06986728749	2.332492488
0.55	2.98451302091	6.14743747647	2.41868158687
0.6	3.29867228627	6.2928815808	2.78498525704
0.65	3.61283155163	6.44802195876	2.78498525704
0.7	3.94444410951	6.59346606309	2.41329476819
0.75	4.27605666739	6.67103625207	2.29478475725
0.8	4.60766922527	6.80678408278	2.46716295498
0.85	4.95673507566	6.94253191349	2.30017157593
0.9	5.30580092606	7.02010210247	2.44561568026
0.95	5.65486677646	7.1655462068	2.93581618005
1	6.02138591938	7.33038285838	3.11358119646
1.05	6.3879050623	7.49521950995	2.93581618005
1.1	6.77187749774	7.64066361429	2.44561568026
1.15	7.15584993318	7.71823380326	2.30017157593
1.2	7.53982236862	7.85398163397	2.46716295498
1.25	7.94124809657	7.98972946469	2.30017157593
1.3	8.34267382453	8.06729965366	2.44561568026
1.35	8.74409955249	8.212743758	2.93042936137
1.4	9.16297857297	8.37758040957	3.07587346571
1.45	9.58185759345	8.54241706115	2.75266434497
1.5	10.0181899064	8.67816489186	1.97157563651
1.55	10.4545222194	8.72664625997	1.4867619554
1.6	10.8908545324	8.77512762808	1.97157563651
1.65	11.3271868454	8.91087545879	2.74727752629
1.7	11.780972451	9.07571211037	3.03816573495
1.75	12.2347580565	9.24054876195	2.75266434497
1.8	12.7059969545	9.37629659266	2.00389654859
1.85	13.1772358526	9.42477796077	1.63220605974
1.9	13.6484747506	9.4829556025	2.26785066386
1.95	14.1197136486	9.63809598046	3.12435483382
2	14.6084058392	9.86111027377	2.8981084493
2.05	15.1145513223	9.94837673637	2.24091657046
2.1	15.6032435128	10.0259469253	2.4617761363
2.15	16.1093889959	10.2198723978	2.31633203197
2.2	16.6329877715	10.2877463131	1.77226334539
2.25	17.1391332546	10.3459239549	2.08469882877
2.3	17.6627320302	10.4816717856	2.63415433403
2.35	18.1863308058	10.6368121635	2.75266434497
2.4	18.7273828739	10.7822562679	2.40252113083
2.45	19.268434942	10.8598264569	2.2570770265
2.5	19.8094870101	10.9955742876	2.27862430121
2.55	20.3679923708	11.1216258447	1.78842380143
2.6	20.9264977314	11.1701072128	1.44905422465
2.65	21.4850030921	11.2185885809	1.96618881783
2.7	22.0435084527	11.3543364116	2.74727752629
2.75	22.6194671058	11.5191730632	3.03816573495
2.8	23.195425759	11.6840097147	2.74727752629
2.85	23.7888377047	11.8197575455	1.97157563651
2.9	24.3822496504	11.8682389136	1.48137513672
2.95	24.975661596	11.9167202817	1.93386790576
3	25.5690735417	12.0524681124	2.56951250988
3.05	26.1799387799	12.2076084903	2.59644660328
3.1	26.7908040181	12.343356321	2.07931201009
3.15	27.4191225488	12.4015339628	1.76687652671
3.2	28.029987787	12.4694078781	2.27862430121
3.25	28.6583063177	12.6633333506	2.27862430121
3.3	29.304078141	12.7312072659	1.76687652671
3.35	29.9323966717	12.7893849077	2.07931201009
3.4	30.5781684949	12.9251327384	2.59644660328
3.45	31.2239403182	13.0802731163	2.56951250988
3.5	31.8871654339	13.216020947	1.93386790576
3.55	32.5503905497	13.2645023152	1.47598831804
3.6	33.2136156655	13.3129836833	1.93386790576
3.65	33.8768407812	13.448731514	2.56951250988
3.7	34.5575191895	13.6038718919	2.59644660328
3.75	35.2381975978	13.7396197226	2.08469882877
3.8	35.9363292986	13.7977973644	1.80458425746
3.85	36.6170077068	13.8656712797	2.4617761363
3.9	37.3151394076	14.0692930258	2.74727752629
3.95	38.030724401	14.166255762	2.54257841649
4	38.7288561018	14.3116998664	2.39174749347
4.05	39.4618943876	14.4377514234	1.66991379049
4.1	40.1774793809	14.4765365179	1.12584510391
4.15	40.9105176667	14.5056253388	1.43828058729
4.2	41.6261026601	14.5734992542	2.5641256912
4.25	42.3591409459	14.7965135475	3.05432619099
4.3	43.1096325243	14.9516539254	2.25169020782
4.35	43.8601241026	15.0098315672	1.59449832898
4.4	44.610615681	15.0583129353	1.8207447135
4.45	45.3611072593	15.1843644924	2.27862430121
4.5	46.1290521302	15.3201123231	2.21936929575
4.55	46.8969970011	15.397682512	2.21936929575
4.6	47.664941872	15.5334303427	2.27862430121
4.65	48.4503400354	15.6594818998	1.8207447135
4.7	49.2357381988	15.7079632679	1.59449832898
4.75	50.0211363622	15.7661409097	2.2570770265
4.8	50.8065345256	15.9212812876	3.08664710306
4.85	51.6093859815	16.1442955809	2.71495661421
4.9	52.4296907299	16.2218657699	1.76687652671
4.95	53.2325421858	16.270347138	1.64836651577
5	54.0528469343	16.3770061479	1.82613153218
5.05	54.8731516827	16.4448800632	2.26246384518
5.1	55.6934564311	16.5903241676	2.89272163062
5.15	56.5312144721	16.7551608191	3.07048664703
5.2	57.3689725131	16.9199974707	2.75266434497
5.25	58.2241838465	17.0557453014	1.96618881783
5.3	59.07939518	17.1042266695	1.44905422465
5.35	59.9346065135	17.1527080377	1.78842380143
5.4	60.789817847	17.2787595947	2.27862430121
5.45	61.662482473	17.4145074255	2.26246384518
