Vernier Format 2
1_500g.cmbl 11/20/17 4:02 PM .
Latest
Time	Angle	Velocity	Acceleration
t	Angle	v	a
s	rad	rad/s	rad/s²

0	0	13.0317917482	3.94746072797
0.05	0.645771823238	13.2063246734	4.4721368673
0.1	1.308996939	13.4564885329	4.98711673301
0.15	1.98967534727	13.7396197226	4.97095627698
0.2	2.68780704807	13.962634016	4.82443480891
0.25	3.38593874887	14.1856483093	5.22629148236
0.3	4.10152374219	14.4862327916	5.57535733276
0.35	4.83456202802	14.7868172738	5.19828002523
0.4	5.58505360638	15.0098315672	4.70807952544
0.45	6.33554518474	15.2231495868	4.76194771223
0.5	7.10349005562	15.4946452483	4.76733453091
0.55	7.88888821901	15.7079632679	4.74578725619
0.6	8.67428638241	15.9309775613	5.38143186032
0.65	9.47713783833	16.2412583172	6.04401055783
0.7	10.2974425868	16.5709316203	6.01168964576
0.75	11.1352006277	16.8812123762	5.19828002523
0.8	11.9904119612	17.0945303959	4.27174721244
0.85	12.8456232947	17.2787595947	3.95392491038
0.9	13.7182879207	17.4629887936	4.27174721244
0.95	14.5909525467	17.6763068133	5.19828002523
1	15.4810704652	17.9865875692	6.00630282708
1.05	16.3886416762	18.3162608723	6.00630282708
1.1	17.3136661798	18.6265416282	5.19828002523
1.15	18.2561439759	18.8398596479	4.27174721244
1.2	19.1986217719	19.0240888467	3.9485380917
1.25	20.1585528605	19.2083180456	4.23403948169
1.3	21.1184839491	19.4216360652	5.01512819014
1.35	22.0958683302	19.7222205475	5.53226278333
1.4	23.0907060039	20.0228050298	5.19289320655
1.45	24.10299697	20.2458193231	4.70807952544
1.5	25.1152879362	20.4591373428	4.75656089355
1.55	26.1450321949	20.7306330042	4.72423998148
1.6	27.1922297461	20.9439510239	4.52492769036
1.65	28.2394272973	21.1572690436	4.7188531628
1.7	29.304078141	21.428764705	4.7188531628
1.75	30.3861822772	21.6420827247	4.52492769036
1.8	31.4682864135	21.8554007444	4.7188531628
1.85	32.5678438422	22.1268964058	4.7188531628
1.9	33.6848545635	22.3402144255	4.51954087168
1.95	34.8018652848	22.5535324452	4.68114543205
2	35.9363292986	22.8250281066	4.53570132771
2.05	37.0882466049	23.0286498527	4.0508876466
2.1	38.2401639112	23.2128790515	3.91083036095
2.15	39.40953451	23.3971082503	4.26097357508
2.2	40.5789051089	23.61042627	5.16057229448
2.25	41.7657290002	23.9207070259	5.82853781067
2.3	42.9700061841	24.2406840555	5.56997051408
2.35	44.1917366605	24.5218759905	4.56802223979
2.4	45.4309204294	24.6576238212	4.25019993773
2.45	46.6526509058	24.8709418409	5.21982729995
2.5	47.9092879672	25.2297039649	5.39220549767
2.55	49.1833783212	25.4624145319	4.70807952544
2.6	50.4574686752	25.6660362779	4.56263542111
2.65	51.7490123216	25.8793542976	5.07977001429
2.7	53.0405559681	26.1799387799	5.51071550861
2.75	54.3670061996	26.4805232622	5.04744910222
2.8	55.6934564311	26.6938412819	4.41719131678
2.85	57.0373599552	26.8877667543	4.41719131678
2.9	58.3812634792	27.101084774	5.0528359209
2.95	59.7426202958	27.4016692563	5.54303642069
3	61.1214304048	27.7022537386	5.2306009373
3.05	62.5176938064	27.9252680319	4.89123136053
3.1	63.913957208	28.1482823252	5.2306009373
3.15	65.3276739021	28.4488668075	5.53764960201
3.2	66.7588438888	28.7494512898	5.02051500882
3.25	68.2074671679	28.9627693095	4.26636039376
3.3	69.6560904471	29.1469985083	4.08859537736
3.35	71.1221670188	29.3409239807	4.52492769036
3.4	72.5882435904	29.5736345477	5.35449776692
3.45	74.0717734546	29.9323966717	5.20905366259
3.5	75.5902099039	30.1457146914	4.21249220697
3.55	77.0911930606	30.2814625221	4.37948358602
3.6	78.6096295098	30.5529581835	5.06360955826
3.65	80.1455192516	30.8438463922	4.86429726713
3.7	81.6988622859	31.0571644119	4.33638903659
3.75	83.2522053201	31.2510898843	4.19094493226
3.8	84.8230016469	31.4547116304	4.39025722338
3.85	86.3937979737	31.7165110182	4.21249220697
3.9	87.9995008856	31.900740217	3.70074443247
3.95	89.5877505049	32.0267917741	4.19094493226
4	91.1934534167	32.2982874355	5.02051500882
4.05	92.8166096211	32.5891756442	4.8212027177
4.1	94.4572191179	32.8024936639	4.1532372015
4.15	96.0978286148	32.9867228627	3.71690488851
4.2	97.7558914042	33.1612557879	3.57146078417
4.25	99.4139541936	33.3357887131	3.68458397643
4.3	101.089470276	33.5200179119	4.00240627849
4.35	102.764986357	33.723639658	4.49260677828
4.4	104.457955732	33.9951353194	4.49799359696
4.45	106.168378399	34.1987570655	4.03472719057
4.5	107.878801066	34.3829862643	3.83002808077
4.55	109.606677025	34.5672154631	3.86234899284
4.6	111.334552985	34.7611409356	4.05627446528
4.65	113.079882237	35.0035477761	3.83002808077
4.7	114.842664781	35.1295993332	3.84080171812
4.75	116.587994033	35.3332210793	4.6919190694
4.8	118.36822987	35.6628943824	4.49260677828
4.85	120.165919	35.8083384868	3.80848080605
4.9	121.946154837	35.9925676856	3.87850944888
4.95	123.761297259	36.2252782525	3.56068714682
5	125.576439681	36.341633536	3.44756395456
5.05	127.391582103	36.5258627348	3.98085900378
5.1	129.224177818	36.777965849	3.86773581152
5.15	131.074226825	36.9524987742	3.15667574589
5.2	132.924275832	37.0494615104	3.18360983929
5.25	134.774324839	37.2239944356	4.01856673453
5.3	136.641827139	37.4857938234	4.30406812452
5.35	138.526782731	37.6894155695	3.92699081699
5.4	140.411738323	37.8736447683	3.49065850399
5.45	142.314147208	38.0384814199	3.05432619099
