Vernier Format 2
1_500g.cmbl 11/20/17 4:57 PM .
Latest
Time	Angle	Velocity	Acceleration
t	Angle	v	a
s	rad	rad/s	rad/s²

0	0	4.13061256305	0.157295105427
0.05	0.209439510239	4.10152374219	0.998177501218
0.1	0.401425727959	4.20042573313	1.80350689373
0.15	0.628318530718	4.3245380355	1.88646390138
0.2	0.837758040957	4.39241195085	1.8929280838
0.25	1.06465084372	4.50876723432	1.95972463542
0.3	1.29154364648	4.57664114967	2.2570770265
0.35	1.51843644924	4.72208525401	2.72034343289
0.4	1.76278254451	4.87722563196	2.62876751535
0.45	2.00712863979	5.01297346267	2.08469882877
0.5	2.26892802759	5.07115110441	1.76687652671
0.55	2.51327412287	5.13902501976	2.27862430121
0.6	2.77507351067	5.3329504922	2.27862430121
0.65	3.05432619099	5.40082440756	1.76687652671
0.7	3.31612557879	5.45900204929	2.07931201009
0.75	3.59537825911	5.59474988	2.59644660328
0.8	3.87463093943	5.74989025796	2.56951250988
0.85	4.17133691227	5.88563808867	1.92848108708
0.9	4.46804288511	5.93411945678	1.44366740597
0.95	4.76474885794	5.98260082489	1.78842380143
1	5.06145483078	6.10865238198	2.27323748254
1.05	5.37561409614	6.24440021269	2.22475611442
1.1	5.6897733615	6.32197040167	2.2570770265
1.15	6.00393262686	6.45771823238	2.45638931762
1.2	6.33554518474	6.59346606309	2.26246384518
1.25	6.66715774262	6.67103625207	2.26246384518
1.3	6.9987703005	6.80678408278	2.45638931762
1.35	7.3478361509	6.94253191349	2.2570770265
1.4	7.69690200129	7.02010210247	2.22475611442
1.45	8.04596785169	7.15584993318	2.27323748254
1.5	8.41248699461	7.28190149027	1.78303698275
1.55	8.77900613753	7.33038285838	1.4113464939
1.6	9.14552528045	7.37886422649	1.78303698275
1.65	9.51204442337	7.50491578358	2.27323748254
1.7	9.89601685881	7.64066361429	2.22475611442
1.75	10.2799892942	7.71823380326	2.2570770265
1.8	10.6639617297	7.85398163397	2.45638931762
1.85	11.0653874576	7.98972946469	2.2570770265
1.9	11.4668131856	8.06729965366	2.22475611442
1.95	11.8682389136	8.20304748437	2.27323748254
2	12.287117934	8.32909904146	1.78842380143
2.05	12.7059969545	8.37758040957	1.44905422465
2.1	13.124875975	8.42606177768	1.96618881783
2.15	13.5437549955	8.56180960839	2.74727752629
2.2	13.9800873085	8.72664625997	3.03277891627
2.25	14.4164196215	8.89148291155	2.70956979553
2.3	14.870205227	9.02723074226	1.78303698275
2.35	15.3239908325	9.06601583675	0.975014180898
2.4	15.777776438	9.08540838399	0.975014180898
2.45	16.2315620435	9.12419347848	1.78303698275
2.5	16.6853476491	9.25994130919	2.70956979553
2.55	17.1565865471	9.42477796077	3.03277891627
2.6	17.6278254451	9.58961461235	2.74727752629
2.65	18.1165176357	9.72536244306	1.96618881783
2.7	18.6052098263	9.77384381117	1.44905422465
2.75	19.0939020168	9.82232517928	1.78842380143
2.8	19.5825942074	9.94837673637	2.27323748254
2.85	20.0887396905	10.0841245671	2.21936929575
2.9	20.5948851735	10.1616947561	2.21936929575
2.95	21.1010306566	10.2974425868	2.27323748254
3	21.6246294322	10.4234941439	1.78303698275
3.05	22.1482282078	10.471975512	1.4113464939
3.1	22.6718269834	10.5204568801	1.78303698275
3.15	23.195425759	10.6465084372	2.27323748254
3.2	23.7364778271	10.7822562679	2.22475611442
3.25	24.2775298952	10.8598264569	2.2570770265
3.3	24.8185819634	10.9955742876	2.45638931762
3.35	25.377087324	11.1313221183	2.25169020782
3.4	25.9355926846	11.2088923073	2.17627474631
3.45	26.4940980453	11.344640138	2.00389654859
3.5	27.0700566984	11.4609954214	0.85650416996
3.55	27.6460153516	11.4609954214	-0.813409620528
3.6	28.2219740047	11.344640138	-1.8207447135
3.65	28.7804793654	11.2185885809	-1.69684788388
3.7	29.338984726	11.1701072128	-1.39518603786
3.75	29.8974900867	11.1216258447	-1.74532925199
3.8	30.4559954473	10.9955742876	-2.08577619251
3.85	30.9970475154	10.8695227305	-1.71354702179
3.9	31.5380995835	10.8210413624	-1.27829207253
3.95	32.0791516517	10.7803170132	-1.48837800101
4	32.6202037198	10.6804453948	-1.86761003601
4.05	33.1438024954	10.5689382482	-2.09978192107
