Vernier Format 2
1_500g.cmbl 11/20/17 4:11 PM .
Latest
Time	Angle	Velocity	Acceleration
t	Angle	v	a
s	rad	rad/s	rad/s²

0	0	5.25538030323	1.76579916297
0.05	0.261799387799	5.31840608177	2.35511712646
0.1	0.523598775598	5.45706279457	3.00422877728
0.15	0.802851455917	5.67232006898	2.84585630811
0.2	1.09955742876	5.75958653158	2.4030598127
0.25	1.37881010908	5.84685299418	2.96921445586
0.3	1.67551608191	6.06986728749	3.31289348758
0.35	1.98967534727	6.23470393907	2.74189070761
0.4	2.30383461263	6.32197040167	2.44561568026
0.45	2.61799387799	6.45771823238	2.49948386705
0.5	2.94960643587	6.59346606309	2.30555839461
0.55	3.28121899375	6.67103625207	2.44561568026
0.6	3.61283155163	6.8164803564	2.93581618005
0.65	3.96189740203	6.98131700798	3.11358119646
0.7	4.31096325243	7.14615365955	2.93581618005
0.75	4.67748239534	7.29159776389	2.44561568026
0.8	5.04400153826	7.36916795286	2.30017157593
0.85	5.41052068118	7.50491578358	2.46716295498
0.9	5.79449311662	7.64066361429	2.30017157593
0.95	6.17846555206	7.71823380326	2.44561568026
1	6.5624379875	7.8636779076	2.93581618005
1.05	6.96386371546	8.02851455917	3.11358119646
1.1	7.36528944342	8.19335121075	2.94120299873
1.15	7.78416846389	8.33879531508	2.48332341102
1.2	8.20304748437	8.41636550406	2.48332341102
1.25	8.62192650485	8.56180960839	2.94120299873
1.3	9.05825881785	8.72664625997	3.11358119646
1.35	9.49459113085	8.89148291155	2.93581618005
1.4	9.94837673637	9.03692701588	2.44022886158
1.45	10.4021623419	9.11449720486	2.26246384518
1.5	10.8559479474	9.25024503557	2.28401111989
1.55	11.3271868454	9.37629659266	1.8207447135
1.6	11.7984257435	9.42477796077	1.59988514766
1.65	12.2696646415	9.4829556025	2.29478475725
1.7	12.7409035396	9.63809598046	3.27518575683
1.75	13.2295957301	9.87080654739	3.22670438872
1.8	13.7357412132	9.97746555723	2.768824801
1.85	14.2244334038	10.1229096616	2.65031479007
1.9	14.7480321794	10.2586574923	2.332492488
1.95	15.2541776624	10.3362276813	2.41329476819
2	15.777776438	10.4816717856	2.74727752629
2.05	16.3013752136	10.6368121635	2.60183342195
2.1	16.8424272817	10.7725599943	1.93925472444
2.15	17.3834793499	10.8210413624	1.48137513672
2.2	17.924531418	10.8695227305	1.97157563651
2.25	18.4655834861	11.0052705612	2.75266434497
2.3	19.0240888467	11.1701072128	3.07587346571
2.35	19.5825942074	11.3349438643	2.93042936137
2.4	20.1585528605	11.4803879687	2.44561568026
2.45	20.7345115137	11.5579581577	2.30017157593
2.5	21.3104701669	11.6937059884	2.46716295498
2.55	21.9038821125	11.8294538191	2.29478475725
2.6	22.4972940582	11.9070240081	2.40790794951
2.65	23.0907060039	12.0524681124	2.75266434497
2.7	23.7015712421	12.2076084903	2.63415433403
2.75	24.3124364803	12.343356321	2.08469882877
2.8	24.940755011	12.4015339628	1.77226334539
2.85	25.5516202492	12.4694078781	2.31633203197
2.9	26.1799387799	12.6633333506	2.4617761363
2.95	26.8257106032	12.7409035396	2.24091657046
3	27.4540291339	12.8281700022	2.8981084493
3.05	28.0998009571	13.0511842955	3.12435483382
3.1	28.7630260729	13.2063246734	2.26785066386
3.15	29.4262511886	13.2645023152	1.62681924106
3.2	30.0894763044	13.3129836833	1.96618881783
3.25	30.7527014201	13.448731514	2.57489932856
3.3	31.4333798284	13.6038718919	2.60183342195
3.35	32.1140582367	13.7396197226	2.11701974085
3.4	32.8121899375	13.7977973644	1.95541518048
3.45	33.4928683458	13.8753675534	2.78498525704
3.5	34.1910000466	14.0983818467	3.23747802608
3.55	34.9065850399	14.2632184982	2.55335205384
3.6	35.6221700332	14.3407886872	1.97157563651
3.65	36.3377550265	14.4474476971	1.68068742785
3.7	37.0707933124	14.4959290652	1.77226334539
3.75	37.7863783057	14.5734992542	2.71495661421
3.8	38.5194165915	14.7965135475	3.09203392174
3.85	39.2699081699	14.9516539254	2.29478475725
3.9	40.0203997482	15.0098315672	1.77765016407
3.95	40.7708913266	15.0680092089	2.29478475725
4	41.5213829049	15.2231495868	3.09742074042
4.05	42.2893277758	15.4461638801	2.74727752629
4.1	43.0747259392	15.5237340691	1.91770744972
4.15	43.8426708101	15.5819117109	1.97696245519
4.2	44.6280689735	15.7079632679	2.34326612536
4.25	45.4134671369	15.8437110987	2.38097385612
4.3	46.2163185928	15.9309775613	2.58028614724
4.35	47.0017167562	16.0861179392	2.94658981741
4.4	47.8220215046	16.2897396853	2.26246384518
4.45	48.6423262531	16.2994359589	1.77226334539
4.5	49.445177709	16.4157912424	2.13856701556
4.55	50.28293575	16.5418427995	2.14395383424
4.6	51.1032404984	16.6194129884	2.38097385612
4.65	51.9409985394	16.7648570928	2.77421161968
4.7	52.7787565803	16.9199974707	2.74727752629
4.75	53.6339679138	17.0654415751	2.2301429331
4.8	54.4891792473	17.1333154904	1.8207447135
4.85	55.3443905807	17.2399745003	1.64836651577
4.9	56.2170552067	17.2884558684	1.77226334539
4.95	57.0722665402	17.3660260573	2.74727752629
5	57.9449311662	17.5890403507	3.2320912074
5.05	58.8350490847	17.7538770022	2.55335205384
5.1	59.7251670032	17.8314471912	1.96618881783
5.15	60.6152849218	17.9381062011	1.64297969709
5.2	61.5228561328	17.9865875692	1.59449832898
5.25	62.4129740513	18.0544614845	2.27323748254
5.3	63.3205452624	18.248386957	2.41868158687
5.35	64.2455697659	18.3259571459	2.06315155406
5.4	65.1531409769	18.4035273349	2.45638931762
