Vernier Format 2
1_500g.cmbl 11/20/17 4:56 PM .
Latest
Time	Angle	Velocity	Acceleration
t	Angle	v	a
s	rad	rad/s	rad/s²

0	0	3.85911690163	1.33377630492
0.05	0.191986217719	3.90759826974	1.70438943003
0.1	0.383972435439	4.02007504376	1.9651114541
0.15	0.593411945678	4.14030883668	1.67853270037
0.2	0.802851455917	4.18879020479	1.42319749499
0.25	1.01229096616	4.2372715729	1.96295672663
0.3	1.2217304764	4.37301940361	2.74727752629
0.35	1.44862327916	4.53785605519	3.03816573495
0.4	1.67551608191	4.70269270676	2.74727752629
0.45	1.91986217719	4.83844053747	1.96618881783
0.5	2.16420827247	4.88692190558	1.44905422465
0.55	2.40855436775	4.9354032737	1.78842380143
0.6	2.65290046303	5.06145483078	2.27323748254
0.65	2.91469985083	5.19720266149	2.22475611442
0.7	3.17649923863	5.27477285047	2.25169020782
0.75	3.43829862643	5.41052068118	2.42406840555
0.8	3.71755130675	5.54626851189	2.11163292217
0.85	3.99680398707	5.61414242725	1.93386790576
0.9	4.27605666739	5.73049771071	1.93386790576
0.95	4.57276264023	5.79837162607	2.10624610349
1	4.85201532054	5.93411945678	2.39174749347
1.05	5.1661745859	6.06986728749	2.10624610349
1.1	5.46288055874	6.13774120285	1.93386790576
1.15	5.7770398241	6.25409648631	1.93386790576
1.2	6.09119908946	6.32197040167	2.11163292217
1.25	6.40535835482	6.45771823238	2.42406840555
1.3	6.7369709127	6.59346606309	2.2570770265
1.35	7.06858347058	6.67103625207	2.26246384518
1.4	7.40019602846	6.80678408278	2.45638931762
1.45	7.74926187885	6.94253191349	2.26246384518
1.5	8.09832772925	7.02010210247	2.2570770265
1.55	8.44739357965	7.15584993318	2.41868158687
1.6	8.81391272257	7.29159776389	2.07931201009
1.65	9.18043186549	7.35947167924	1.78303698275
1.7	9.54695100841	7.46613068909	1.60527196634
1.75	9.93092344385	7.5146120572	1.5891115103
1.8	10.2974425868	7.58248597255	2.27323748254
1.85	10.6814150222	7.776411445	2.41868158687
1.9	11.0828407502	7.85398163397	2.05776473538
1.95	11.4668131856	7.93155182295	2.42406840555
2	11.8682389136	8.1254772954	2.31094521329
2.05	12.287117934	8.19335121075	1.77226334539
2.1	12.688543662	8.25152885248	2.07931201009
2.15	13.1074226825	8.3872766832	2.59644660328
2.2	13.526301703	8.54241706115	2.56951250988
2.25	13.962634016	8.67816489186	1.93386790576
2.3	14.398966329	8.72664625997	1.47598831804
2.35	14.835298642	8.77512762808	1.93386790576
2.4	15.271630955	8.91087545879	2.5641256912
2.45	15.7254165605	9.06601583675	2.5641256912
2.5	16.179202166	9.20176366746	1.93386790576
2.55	16.650441064	9.25024503557	1.47598831804
2.6	17.1042266695	9.29872640368	1.93386790576
2.65	17.5754655676	9.43447423439	2.5641256912
2.7	18.0467044656	9.58961461235	2.5641256912
2.75	18.5353966562	9.72536244306	1.92848108708
2.8	19.0240888467	9.77384381117	1.44366740597
2.85	19.5127810373	9.82232517928	1.78842380143
2.9	20.0014732279	9.94837673637	2.27323748254
2.95	20.5076187109	10.0841245671	2.22475611442
3	21.013764194	10.1616947561	2.25169020782
3.05	21.5199096771	10.2974425868	2.41868158687
3.1	22.0435084527	10.4331904175	2.07931201009
3.15	22.5671072283	10.5010643328	1.78303698275
3.2	23.0907060039	10.6077233427	1.60527196634
3.25	23.631758072	10.6562047108	1.5891115103
3.3	24.1553568476	10.7240786261	2.27323748254
3.35	24.6964089157	10.9180040986	2.41868158687
3.4	25.2549142764	10.9955742876	2.05776473538
3.45	25.7959663445	11.0731444765	2.41868158687
3.5	26.3544717051	11.267069949	2.26246384518
3.55	26.9304303583	11.3349438643	1.50292241144
3.6	27.4889357189	11.3834252325	1.14739237863
3.65	28.0648943721	11.4706916951	0.339369576777
3.7	28.6408530252	11.4609954214	-1.1797132907
3.75	29.2168116784	11.3349438643	-2.332492488
3.8	29.775317039	11.1798034864	-2.52103114177
3.85	30.3338223997	11.0440556557	-1.9230942684
3.9	30.8748744678	10.9955742876	-1.43289376861
3.95	31.4333798284	10.9470929195	-1.71570174926
4	31.9744318965	10.8210413624	-1.90424040302
4.05	32.5154839647	10.7046860789	-1.21041815717
4.1	33.0390827403	10.6804453948	-0.148137513672
4.15	33.5801348084	10.7434711734	0.673352334874
